,M_Call_Name,M_Call_Arg,Receiver_var,File_Name,MethodName,M_Call_Arg_len,MethodClass,Swap_arg_listing
1944,limit,"difference_update_large ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> difference_update_large ; <class 'str'>
1945,limit,"difference_update_large ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> difference_update_large ; <class 'str'>
1946,remove,"difference_update_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,difference_update_tiny ; <class 'str'>
1947,remove,"difference_update_tiny ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> difference_update_tiny ; <class 'str'>
1948,remove,"difference_update_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,difference_update_small ; <class 'str'>
1949,remove,"difference_update_small ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> difference_update_small ; <class 'str'>
1950,remove,"difference_update_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,difference_update_medium ; <class 'str'>
1951,remove,"difference_update_medium ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> difference_update_medium ; <class 'str'>
1952,remove,"difference_update_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,difference_update_large ; <class 'str'>
1953,remove,"difference_update_large ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> difference_update_large ; <class 'str'>
1954,limit,"intersection_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_tiny ; <class 'str'>
1955,limit,"intersection_tiny ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> intersection_tiny ; <class 'str'>
1956,limit,"intersection_tiny ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> intersection_tiny ; <class 'str'>
1957,limit,"intersection_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_small ; <class 'str'>
1958,limit,"intersection_small ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> intersection_small ; <class 'str'>
1959,limit,"intersection_small ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> intersection_small ; <class 'str'>
1960,limit,"intersection_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_small ; <class 'str'>
1961,limit,"intersection_small ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> intersection_small ; <class 'str'>
1962,limit,"intersection_small ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> intersection_small ; <class 'str'>
1963,limit,"intersection_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_medium ; <class 'str'>
1964,limit,"intersection_medium ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> intersection_medium ; <class 'str'>
1965,limit,"intersection_medium ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> intersection_medium ; <class 'str'>
1966,limit,"intersection_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_medium ; <class 'str'>
1967,limit,"intersection_medium ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> intersection_medium ; <class 'str'>
1968,limit,"intersection_medium ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> intersection_medium ; <class 'str'>
1969,limit,"intersection_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_large ; <class 'str'>
1970,limit,"intersection_large ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> intersection_large ; <class 'str'>
1971,limit,"intersection_large ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> intersection_large ; <class 'str'>
1972,limit,"intersection_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_large ; <class 'str'>
1973,limit,"intersection_large ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> intersection_large ; <class 'str'>
1974,limit,"intersection_large ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> intersection_large ; <class 'str'>
1975,remove,"intersection_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,intersection_tiny ; <class 'str'>
1976,remove,"intersection_tiny ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> intersection_tiny ; <class 'str'>
1977,remove,"intersection_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,intersection_small ; <class 'str'>
1978,remove,"intersection_small ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> intersection_small ; <class 'str'>
1979,remove,"intersection_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,intersection_medium ; <class 'str'>
1980,remove,"intersection_medium ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> intersection_medium ; <class 'str'>
1981,remove,"intersection_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,intersection_large ; <class 'str'>
1982,remove,"intersection_large ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> intersection_large ; <class 'str'>
1983,limit,"intersection_update_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_update_tiny ; <class 'str'>
1984,limit,"intersection_update_tiny ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> intersection_update_tiny ; <class 'str'>
1985,limit,"intersection_update_tiny ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> intersection_update_tiny ; <class 'str'>
1986,limit,"intersection_update_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_update_tiny ; <class 'str'>
1987,limit,"intersection_update_tiny ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> intersection_update_tiny ; <class 'str'>
1988,limit,"intersection_update_tiny ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> intersection_update_tiny ; <class 'str'>
1989,limit,"intersection_update_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_update_small ; <class 'str'>
1990,limit,"intersection_update_small ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> intersection_update_small ; <class 'str'>
1991,limit,"intersection_update_small ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> intersection_update_small ; <class 'str'>
1992,limit,"intersection_update_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_update_small ; <class 'str'>
1993,limit,"intersection_update_small ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> intersection_update_small ; <class 'str'>
1994,limit,"intersection_update_small ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> intersection_update_small ; <class 'str'>
1995,limit,"intersection_update_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_update_medium ; <class 'str'>
1996,limit,"intersection_update_medium ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> intersection_update_medium ; <class 'str'>
1997,limit,"intersection_update_medium ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> intersection_update_medium ; <class 'str'>
1998,limit,"intersection_update_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_update_medium ; <class 'str'>
1999,limit,"intersection_update_medium ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> intersection_update_medium ; <class 'str'>
2000,limit,"intersection_update_medium ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> intersection_update_medium ; <class 'str'>
2001,limit,"intersection_update_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_update_large ; <class 'str'>
2002,limit,"intersection_update_large ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> intersection_update_large ; <class 'str'>
2003,limit,"intersection_update_large ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> intersection_update_large ; <class 'str'>
2004,limit,"intersection_update_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,intersection_update_large ; <class 'str'>
2005,limit,"intersection_update_large ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> intersection_update_large ; <class 'str'>
2006,limit,"intersection_update_large ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> intersection_update_large ; <class 'str'>
2007,remove,"intersection_update_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,intersection_update_tiny ; <class 'str'>
2008,remove,"intersection_update_tiny ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> intersection_update_tiny ; <class 'str'>
2009,remove,"intersection_update_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,intersection_update_small ; <class 'str'>
2010,remove,"intersection_update_small ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> intersection_update_small ; <class 'str'>
2011,remove,"intersection_update_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,intersection_update_medium ; <class 'str'>
2012,remove,"intersection_update_medium ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> intersection_update_medium ; <class 'str'>
2013,remove,"intersection_update_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,intersection_update_large ; <class 'str'>
2014,remove,"intersection_update_large ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> intersection_update_large ; <class 'str'>
2015,limit,"symmetric_difference_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_tiny ; <class 'str'>
2016,limit,"symmetric_difference_tiny ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> symmetric_difference_tiny ; <class 'str'>
2017,limit,"symmetric_difference_tiny ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> symmetric_difference_tiny ; <class 'str'>
2018,limit,"symmetric_difference_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_small ; <class 'str'>
2019,limit,"symmetric_difference_small ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> symmetric_difference_small ; <class 'str'>
2020,limit,"symmetric_difference_small ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> symmetric_difference_small ; <class 'str'>
2021,limit,"symmetric_difference_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_small ; <class 'str'>
2022,limit,"symmetric_difference_small ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> symmetric_difference_small ; <class 'str'>
2023,limit,"symmetric_difference_small ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> symmetric_difference_small ; <class 'str'>
2024,limit,"symmetric_difference_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_medium ; <class 'str'>
2025,limit,"symmetric_difference_medium ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> symmetric_difference_medium ; <class 'str'>
2026,limit,"symmetric_difference_medium ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> symmetric_difference_medium ; <class 'str'>
2027,limit,"symmetric_difference_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_medium ; <class 'str'>
2028,limit,"symmetric_difference_medium ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> symmetric_difference_medium ; <class 'str'>
2029,limit,"symmetric_difference_medium ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> symmetric_difference_medium ; <class 'str'>
2030,limit,"symmetric_difference_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_large ; <class 'str'>
2031,limit,"symmetric_difference_large ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> symmetric_difference_large ; <class 'str'>
2032,limit,"symmetric_difference_large ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> symmetric_difference_large ; <class 'str'>
2033,limit,"symmetric_difference_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_large ; <class 'str'>
2034,limit,"symmetric_difference_large ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> symmetric_difference_large ; <class 'str'>
2035,limit,"symmetric_difference_large ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> symmetric_difference_large ; <class 'str'>
2036,remove,"symmetric_difference_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,symmetric_difference_tiny ; <class 'str'>
2037,remove,"symmetric_difference_tiny ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> symmetric_difference_tiny ; <class 'str'>
2038,remove,"symmetric_difference_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,symmetric_difference_small ; <class 'str'>
2039,remove,"symmetric_difference_small ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> symmetric_difference_small ; <class 'str'>
2040,remove,"symmetric_difference_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,symmetric_difference_medium ; <class 'str'>
2041,remove,"symmetric_difference_medium ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> symmetric_difference_medium ; <class 'str'>
2042,remove,"symmetric_difference_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,symmetric_difference_large ; <class 'str'>
2043,remove,"symmetric_difference_large ; <class 'str'>, SkipListSet ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, SkipListSet ; <class 'str'> symmetric_difference_large ; <class 'str'>
2044,limit,"symmetric_difference_update_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_update_tiny ; <class 'str'>
2045,limit,"symmetric_difference_update_tiny ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> symmetric_difference_update_tiny ; <class 'str'>
2046,limit,"symmetric_difference_update_tiny ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> symmetric_difference_update_tiny ; <class 'str'>
2047,limit,"symmetric_difference_update_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_update_small ; <class 'str'>
2048,limit,"symmetric_difference_update_small ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> symmetric_difference_update_small ; <class 'str'>
2049,limit,"symmetric_difference_update_small ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> symmetric_difference_update_small ; <class 'str'>
2050,limit,"symmetric_difference_update_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_update_small ; <class 'str'>
2051,limit,"symmetric_difference_update_small ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> symmetric_difference_update_small ; <class 'str'>
2052,limit,"symmetric_difference_update_small ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> symmetric_difference_update_small ; <class 'str'>
2053,limit,"symmetric_difference_update_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_update_medium ; <class 'str'>
2054,limit,"symmetric_difference_update_medium ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> symmetric_difference_update_medium ; <class 'str'>
2055,limit,"symmetric_difference_update_medium ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> symmetric_difference_update_medium ; <class 'str'>
2056,limit,"symmetric_difference_update_medium ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_update_medium ; <class 'str'>
2057,limit,"symmetric_difference_update_medium ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> symmetric_difference_update_medium ; <class 'str'>
2058,limit,"symmetric_difference_update_medium ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> symmetric_difference_update_medium ; <class 'str'>
2059,limit,"symmetric_difference_update_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_update_large ; <class 'str'>
2060,limit,"symmetric_difference_update_large ; <class 'str'>, rbset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, rbset ; <class 'str'> symmetric_difference_update_large ; <class 'str'>
2061,limit,"symmetric_difference_update_large ; <class 'str'>, rbset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  rbset ; <class 'str'> symmetric_difference_update_large ; <class 'str'>
2062,limit,"symmetric_difference_update_large ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,2,,symmetric_difference_update_large ; <class 'str'>
2063,limit,"symmetric_difference_update_large ; <class 'str'>, blist.sortedset ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, blist.sortedset ; <class 'str'> symmetric_difference_update_large ; <class 'str'>
2064,limit,"symmetric_difference_update_large ; <class 'str'>, blist.sortedset ; <class 'str'>, 10000 ; <class 'int'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,limit,3,, 10000 ; <class 'int'>  blist.sortedset ; <class 'str'> symmetric_difference_update_large ; <class 'str'>
2065,remove,"symmetric_difference_update_tiny ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,symmetric_difference_update_tiny ; <class 'str'>
2066,remove,"symmetric_difference_update_tiny ; <class 'str'>, rbset ; <class 'str'>",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,, rbset ; <class 'str'> symmetric_difference_update_tiny ; <class 'str'>
2067,remove,"symmetric_difference_update_small ; <class 'str'>, ",,D:\Testing\grantjenks\sorted_containers\tests\benchmark_sortedset.py,remove,2,,symmetric_difference_update_small ; <class 'str'>
